%N	X	Y
1500	1517167	5036809
1501	1517239	5036806
1502	1517499	5036790
1503	1517615	5036800
1504	1517726	5036810
1505	1517836	5036828
1506	1517993	5036858
1507	1518113	5036892
1508	1518179	5036914
1509	1518256	5036933
1510	1518276	5036747
1511	1518232	5036724
1512	1518171	5036694
1513	1517727	5036476
1514	1517836	5036997
1515	1517840	5036534
1516	1517614	5036421
1517	1517166	5036621
1518	1517312	5036517
1519	1517174	5036350
1520	1517317	5036352
1521	1517302	5036183
1522	1517009	5036116
1523	1517180	5036119
1524	1517211	5036121
1525	1517207.72293	5036091.26537
1526	1517216.41311	5036114.62024
1527	1517178	5036228
1528	1516093	5035410
1529	1515324	5035564
1530	1516215	5035856
1531	1516294	5035760
1532	1516364	5035663
1533	1516449	5035463
1534	1516324	5035443
1535	1516096.49475	5035686.02868
1536	1516031.81771	5035758.00262
1537	1515985	5035699
1538	1516026	5035669
1539	1516034.507	5035660.798
1540	1516030	5035679
1541	1515992	5035708
1542	1516062.33201	5035740.09205
1543	1516269	5035631
1544	1516331	5035285
1545	1516459	5035288
1546	1516339	5034972
1547	1516456	5034974
1548	1516543	5034827
1549	1516544	5034762
1550	1516350	5034605
1551	1516469	5034638
1552	1516235	5034686
1553	1516546	5034535
1554	1516251	5034467
1555	1516354	5034349
1556	1516473	5034349
1557	1516334	5035113
1558	1516458	5035118
1559	1516226	5034818
1560	1516458	5034824
1561	1516464	5034743
1562	1516336	5034707
1563	1516469	5034522
1564	1516353	5034489
1565	1516695	5035504
1566	1516697	5035291
1567	1516812	5035124
1568	1516242	5035719
1569	1516701	5035007
1570	1516704	5034945
1571	1516811	5035014
1572	1516536	5035005
1573	1516914	5034710
1574	1516813	5034546
1575	1516715	5034347
1576	1516904	5035473
1577	1516904	5035297
1578	1516999	5035129
1579	1517000	5035015
1580	1517031	5034987
1581	1517033	5034972
1582	1517423	5034975
1583	1516903	5035013
1584	1516906	5034948
1585	1516701	5035121
1586	1516905	5035126
1587	1516703	5034831
1588	1516908	5034832
1589	1516710	5034547
1590	1516917	5034550
1591	1516921	5034349
1592	1517002	5034550
1593	1517586	5034957
1594	1517623	5035028
1595	1518014	5035028
1596	1517741	5035028
1597	1518199	5035034
1598	1518246	5035035
1599	1518201	5034967
1600	1516124	5034983
1601	1516200	5034992
1602	1516215	5034975
1603	1517143	5035345
1604	1516216	5034958
1605	1516127	5034941
1606	1517135	5035299
1607	1517220	5035270
1608	1517232	5035303
1609	1517185	5035354
1610	1517185	5035262
1611	1517227	5035340
1612	1517348	5035777
1613	1517330	5035585
1614	1517323.99739	5035942.4621
1615	1517322	5036058
1616	1517419	5035841
1617	1517470	5035676
1618	1517470	5035587
1619	1517470	5035497
1620	1517498	5035496
1621	1517501	5035367
1622	1517416	5035366
1623	1517417	5035305
1624	1517501	5035307
1625	1517330	5035194
1626	1517416	5035138
1627	1517335	5034996
1628	1517334	5034974
1629	1517201	5034993
1630	1517204	5034972
1631	1517331	5035304
1632	1517521	5034843
1633	1517342	5034710
1634	1517205	5034710
1635	1517098	5034710
1636	1517526	5034551
1637	1517214	5034340
1638	1517344	5034340
1639	1517103	5034345
1640	1517193	5035133
1641	1517331	5035135
1642	1517205	5034839
1643	1517340	5034843
1644	1517408	5034842
1645	1517426	5034842
1646	1517706	5034847
1647	1517915	5034853
1648	1517101	5034549
1649	1517213	5034552
1650	1517342	5034555
1651	1517828	5034563
1652	1517803	5034714
1653	1517705	5035588
1654	1517975	5035681
1655	1518034	5035684
1656	1517978	5035502
1657	1518035	5035502
1658	1518004	5035715
1659	1517977	5035589
1660	1518032	5035591
1661	1518009	5035471
1662	1518003	5035617
1663	1518006	5035569
1664	1518347	5035686
1665	1517737	5035679
1666	1517736	5035310
1667	1517734	5035504
1668	1517738	5035245
1669	1517690	5035243
1670	1517689	5035188
1671	1517741	5035189
1672	1517791	5035188
1673	1517795	5035244
1674	1518020	5034565
1675	1517921	5035503
1676	1517925	5035315
1677	1517958	5035032
1678	1518012	5035082
1679	1517958	5035080
1680	1517926	5035110
1681	1517889	5034963
1682	1518205	5034872
1683	1518407	5034722
1684	1518018	5034504
1685	1518409	5034514
1686	1518206	5034719
1687	1518202	5034508
1688	1517835	5034365
1689	1517800	5034339
1690	1518021	5034362
1691	1518200	5034361
1692	1518218	5034337
1693	1517836	5034328
1694	1518198	5034325
1695	1518199	5034568
1696	1517530	5034162
1697	1517383	5034161
1698	1517450	5034162
1699	1514590	5031569
1701	1517835	5034171
1702	1518026	5034178
1703	1518199	5034180
1704	1518412	5034185
1705	1517536.90172	5033819.05817
1706	1517504	5033822
1707	1517012	5033341
1708	1516937	5033205
1709	1517541	5033389
1710	1517541	5033216
1711	1517542	5033150
1712	1517526	5033193
1713	1517526	5033147
1714	1517560	5033196
1715	1517561	5033147
1716	1517509	5033123
1717	1517510	5033060
1718	1517582	5033109
1719	1517543	5033044
1720	1517253	5033632
1721	1517256	5033387
1722	1517582	5033059
1723	1517767	5033059
1724	1517764	5033390
1725	1517094	5033477
1726	1517168	5033250
1727	1517193	5033652
1728	1516703	5032786
1729	1516114	5032920
1730	1516133	5032891
1731	1518020	5032396
1732	1518181	5032299
1733	1516860	5032706
1734	1516987	5032638
1735	1517199	5032839
1736	1517530	5032769
1737	1517541	5032998
1738	1517527	5032982
1739	1517523	5031847
1740	1517559	5031820
1741	1517507	5031896
1742	1517516	5031911
1743	1517327	5032045
1744	1517145	5032152
1745	1517177	5032152
1746	1517161	5032162
1747	1516816	5032371
1748	1516814	5032396
1749	1517611	5031848
1750	1517573.38475	5031909.64871
1751	1517555	5031912
1752	1517605	5031877
1753	1517536.93517	5031871.80615
1754	1517592	5031830
1755	1517681	5031983
1756	1517828	5031862
1757	1518025	5031733
1758	1518194	5031622
1759	1518291	5031561
1760	1518263	5031421
1761	1518220	5031450
1762	1518079	5031540
1763	1517909	5031647
1764	1517746	5031755
1765	1517736	5032376
1766	1517814	5032162
1767	1517931	5032315
1768	1517974	5032307
1769	1518073	5031943
1770	1518049	5032031
1771	1517946	5032008
1772	1517573	5032068
1773	1517520	5032332
1774	1517513	5032348
1775	1517550	5032387
1776	1517548	5032316
1777	1517575	5032325
1778	1517594	5032364
1779	1517511	5031553
1780	1517548	5031534
1781	1517586	5031531
1782	1517562	5031656
1783	1517638	5031550
1784	1517659	5031596
1785	1517639	5031630
1786	1517494	5031613
1787	1516988	5031821
1788	1516908	5031876
1789	1516857	5032134
1790	1516779	5032289
1791	1516882	5032320
1792	1516892	5032349
1793	1516763	5032314
1794	1516632	5032247
1795	1516724	5032012
1796	1516690	5031961
1797	1516796	5031985
1798	1516769	5031929
1799	1516795	5031945
1800	1516930	5031791
1801	1517028	5031539
1802	1517066	5031549
1803	1517236	5031304
1804	1517060	5031487
1805	1517008	5031571
1806	1517399	5031449
1807	1517182	5031628
1808	1517261	5031681
1809	1517281	5031636
1810	1517256	5031604
1811	1517212	5031600
1812	1517145	5031399
1813	1517547	5031305
1814	1517587	5031263
1815	1517414	5031019
1816	1517554.11279	5030994.37171
1817	1517588	5030993
1818	1517303	5031227
1819	1517380	5031139
1820	1517534.74046	5030981.76803
1821	1517810	5031289
1822	1517888	5031388
1823	1518003	5031523
1824	1517465	5031367
1825	1517547	5031436
1826	1517580	5030968
1827	1516952	5031519
1828	1516970	5031556
1829	1518417	5031325
1830	1518697	5030955
1831	1518449.46965	5031278.52928
1832	1514348	5032077
1833	1513756	5031936
1834	1514003	5031936
1835	1514347	5031970
1836	1514471	5032272
1837	1514367	5031632
1838	1513977	5031636
1839	1513687	5031495
1840	1514545	5031568
1841	1514384	5031430
1842	1513948	5031305
1843	1513938	5031191
1844	1513927	5031091
1845	1514363	5031081
1846	1514452	5031151
1847	1514400	5031164
1848	1513670	5031558
1849	1513901	5031594
1850	1513784	5031518
1851	1513835	5031575
1852	1514267	5031636
1853	1514114	5031637
1854	1514225	5032071
1855	1514239	5031961
1856	1514253	5031789
1857	1513753	5032066
1858	1513678	5031442
1859	1513657	5031313
1860	1514171	5031438
1861	1514166	5031306
1862	1514562	5031297
1863	1514555	5031428
1864	1514167	5031574
1865	1514614	5030760
1866	1514157	5031101
1867	1514161	5031192
1868	1514344	5031109
1869	1514155	5030929
1870	1513118	5029937
1871	1513003	5030009
1875	1514415	5031059
1876	1514457	5031105
1877	1514458	5030733
1878	1514575	5030734
1879	1514328	5030557
1880	1514208	5030554
1881	1513966	5030551
1882	1513963	5030413
1883	1514538	5031630
1884	1514533	5031660
1885	1514518	5031784
1886	1514500	5031976
1887	1514489	5031660
1888	1514493	5031630
1889	1514497	5031568
1890	1514496	5031600
1891	1514543	5031598
1892	1513918	5030820
1893	1513977.34509	5030811.54523
1894	1513978.84207	5030759.31732
1895	1513949.90049	5030817.8658
1896	1513837	5030821
1897	1513817	5030790
1898	1513783	5030817
1899	1512189	5032992
1900	1512196	5033004
1901	1511966	5032789
1902	1510731	5032291
1903	1510022	5031945
1904	1509867	5031774
1905	1509477	5031598
1906	1508627	5031318
1907	1508295	5030776
1908	1509388	5031668
1909	1509431	5031579
1910	1508893	5031384
1911	1508629	5031332
1912	1508572	5031273
1913	1508490	5031223
1914	1511477	5031862
1915	1511312	5032435
1916	1511347	5032097
1917	1511257	5032259
1918	1511433	5032128
1919	1511150	5032807
1920	1511061	5032992
1921	1510933	5032797
1922	1510762	5032998
1923	1510897	5033064
1924	1510712	5032699
1925	1510757	5032720
1926	1510655	5032931
1927	1510619	5032914
1928	1510547	5032621
1929	1510307	5032788
1930	1510864	5032771
1931	1512086	5031560
1932	1511944	5031554
1933	1511809	5031548
1934	1511668	5031542
1935	1511541	5031534
1936	1511490	5031533
1937	1511532	5031671
1938	1511648	5031715
1939	1511771	5031768
1940	1511660	5031674
1941	1511802	5031692
1942	1511935	5031698
1943	1511475	5031483
1944	1511810	5031501
1945	1511970	5031516
1946	1510438	5032851
1947	1510580	5032543
1948	1510574	5033118
1949	1514185	5036855
1950	1514002	5036761
1951	1514152	5036137
1952	1514139.99135	5036072.33769
1953	1514180	5036323
1954	1514190	5036391
1955	1514097	5036217
1956	1514060	5036365
1957	1513681	5036454
1958	1513692	5036293
1959	1513699	5036183
1960	1513798	5036182
1961	1513907	5036192
1962	1513897	5036330
1963	1513879	5036475
1964	1513956	5036678
1965	1513885	5036403
1966	1513685	5036379
1967	1512388	5037655
1968	1512474	5037728
1969	1512135	5037412
1970	1512075	5037360
1971	1513704	5036737
1972	1513350	5036976
1973	1513256	5037135
1974	1513497	5036723
1975	1513230	5036596
1976	1513107	5036742
1977	1512843	5037170
1978	1513213	5037503
1979	1513070	5037383
1980	1512931	5037256
1981	1513443	5037238
1982	1513494	5037150
1983	1513284	5037154
1984	1513154	5037000
1985	1512987	5036435
1986	1513041	5036587
1987	1513051	5037183
1988	1513055	5037120
1989	1513067	5037162
1990	1512981	5037122
1991	1512968	5037165
1992	1512993	5037186
1993	1512449	5037379
1994	1512597	5037212
1995	1512683	5037208
1996	1512694	5037178
1997	1512677	5037128
1998	1511373	5036181
1999	1511528	5036325
2000	1511737	5036507
2001	1511867	5035879
2002	1511779	5035881
2003	1511712	5035819
2004	1511306	5036255
2005	1511534	5036142
2006	1511468	5036081
2007	1511651	5035883
2008	1511716	5035945
2009	1511771	5035997
2010	1513415	5036342
2011	1512957.02561	5036366.20287
2012	1512640	5036808
2013	1512915.25872	5036272.52571
2014	1513228	5036173
2015	1513317	5036254
2016	1512940.02052	5036381.11961
2017	1513251	5036069
2018	1513181	5036129
2019	1513141	5036270
2020	1513021	5036400
2021	1512838	5036593
2022	1512791	5036549
2023	1512592	5036766
2024	1512414	5036957
2025	1512768	5036151
2026	1512698	5035907
2027	1512594	5035584
2028	1512514	5035376
2029	1512529.84774	5035956.8207
2030	1512639	5036072
2031	1511378	5035373
2032	1510950	5035237
2033	1511285	5035541
2034	1511403	5035277
2035	1511412	5035201
2036	1511360	5035180
2037	1511303	5035189
2038	1511283	5035361
2039	1511321	5035374
2040	1511264	5035633
2041	1511730	5035712
2042	1511668	5035779
2043	1511593	5035579
2044	1511527	5035648
2045	1511468	5035710
2046	1511739	5035419
2047	1511598	5035290
2048	1511674	5035214
2049	1511811	5035343
2050	1511886	5035261
2051	1511751	5035133
2052	1511825	5035054
2053	1511797	5035638
2054	1511287	5035911
2055	1511677	5034915
2056	1511602	5035001
2057	1511533	5035077
2058	1511455	5035158
2060	1513739	5032974
2061	1513633	5032939
2063	1514040	5032419
2064	1514165	5032438
2065	1514124	5032696
2066	1515858	5036827
2067	1514888	5036667
2068	1515816	5036858
2069	1516060	5037590
2070	1515247	5038041
2071	1514270	5037102
2072	1515379.117	5038449.101
2073	1515564	5037520
2074	1514693	5037845
2075	1513785	5037999
2076	1516663	5036569
2077	1514855.31363	5037590.59715
2078	1515402	5036980
2079	1517103	5037156
2080	1515974	5037675
2081	1516310	5036064
2082	1515500	5036463
2083	1513495	5038164
2084	1517291	5037358
2085	1515800	5037065
2086	1517313	5036800
2087	1517309	5036989
2088	1516977	5036815
2090	1516148	5037525
2091	1515942	5037259
2092	1515574	5036555
2093	1515733	5036920
2094	1515459	5036419
2095	1514453.62433	5038325.99534
2096	1516057	5036834
2097	1516814	5036634
2098	1516523	5037049
2099	1516670	5036949
2100	1516843	5036821
2102	1514399	5037584
2103	1514488	5038257
2105	1515096.99086	5038100.89418
2106	1515225	5038050
2107	1515355	5037998
2108	1515498	5037099
2109	1515961	5037656
2110	1515876	5036810
2111	1516952	5036994
2112	1516501	5036341
2113	1513497	5037981
2114	1514510	5037937
2115	1515033	5038126
2116	1514921	5037784
2117	1515199	5036984
2118	1515097	5037329
2119	1515094	5037720
2120	1515246	5037664
2121	1515745	5037400
2122	1515114	5036641
2123	1515275	5036829
2124	1515581	5036341
2125	1515776	5036887
2126	1516019	5037201
2127	1516221.24775	5037485.28211
2128	1516398	5037355
2129	1516207	5037068
2130	1516419	5036916
2131	1516743	5036686
2132	1516216	5035936
2133	1513777.42848	5038192.57641
